"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2009&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:59:17 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Currant Creek",56102,"UT","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Curtis",2232,"NE","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Curtis H Stanton Energy Center",55821,"FL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Curtis Palmer Hydroelectric",54580,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Cushaw",3798,"VA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cushing",2975,"OK","Electric Utility","IC","DFO","Petroleum Liquids"
"Cushman 1",3914,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cushman 2",3915,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Custer Energy Center",7795,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Cutler",610,"FL","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Cutler Hydro",3646,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Cutrale Citrus Juices USA I",10020,"FL","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cutrale Citrus Juices USA II",10188,"FL","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Cuyamaca Peak Energy Plant",55512,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cymric 31X Cogen",52081,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cymric 36W Cogen",52104,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cymric 6Z Cogen",52082,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Cytec 1, 2 & 3",56257,"CT","Electric Utility","IC","DFO","Petroleum Liquids"
"D B Wilson",6823,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"D G Hunter",6558,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"DADS Gas Recovery",56530,"CO","IPP Non-CHP","IC","LFG","Landfill Gas"
"DANC LFGTE Facility",56958,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"DFW Gas Recovery",50569,"TX","IPP Non-CHP","GT, IC","LFG","Landfill Gas"
"DG Whitefield LLC",10839,"NH","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"DL Windy Acres LLC",56207,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"DSM Pharmaceuticals",54887,"NC","Industrial CHP","GT, IC","DFO","Petroleum Liquids"
"DTE Pontiac North LLC",10111,"MI","Industrial CHP","ST","BIT","Conventional Steam Coal"
"DTE-BRSC Shared Storage",8841,"MI","Electric Utility","--","--","--"
"Dafter",1868,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Dahlberg",7709,"GA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Dahowa Hydro",50280,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dakota Magic",7884,"ND","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Dale",1385,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"Dale Hollow",3424,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dalles Dam North Fishway Project",7431,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dallman",963,"IL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Dam 2",7246,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dam No. 4 Hydro Station",6543,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dam No. 5 Hydro Station",6544,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dan E Karn",1702,"MI","Electric Utility","ST","NG, SUB","Multiple"
"Dan River",2723,"NC","Electric Utility","GT, ST","BIT, NG","Multiple"
"Danbury Dam",4019,"WI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Danbury Diesel",55998,"WI","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Dane County Landfill #2 Rodefeld",55770,"WI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Dansby",6243,"TX","Electric Utility","GT, ST","NG","Multiple"
"Danskammer Generating Station",2480,"NY","IPP Non-CHP","IC, ST","BIT, DFO, RFO","Multiple"
"Danville Kentuck Road Plant",56364,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Danville New Design Plant",56363,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Danville Westover Plant",56365,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Darby Power, LLC",55247,"OH","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Darbytown",7212,"VA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Dardanelle",199,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Darlington County",3250,"SC","Electric Utility","GT","DFO, NG","Multiple"
"Dartmouth College Heating Plant",54409,"NH","Commercial CHP","ST","RFO","Petroleum Liquids"
"Dartmouth Power Associates LP",52026,"MA","IPP Non-CHP","CA, CT, GT","NG","Multiple"
"Dashville",2481,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Davant Transfer",8816,"FL","Electric Utility","--","--","--"
"Dave Johnston",4158,"WY","Electric Utility","ST","SUB","Conventional Steam Coal"
"Davenport Water Pollution Control Plant",55035,"IA","Commercial CHP","IC","OBG","Other Waste Biomass"
"David City",2233,"NE","Electric Utility","IC","DFO, NG","Multiple"
"Davis Besse",6149,"OH","IPP Non-CHP","ST","NUC","Nuclear"
"Davis Dam",152,"AZ","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dayton (IA)",1135,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Dayton (MI)",1727,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Dayton Hydro",10520,"IL","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"De Pere Energy Center",55029,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"De Sabla",232,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"DeBary",6046,"FL","Electric Utility","GT","DFO, NG","Multiple"
"DeCordova Steam Electric Station",8063,"TX","IPP Non-CHP","GT, ST","NG","Multiple"
"DeKalb County Green Energy Facility",57013,"GA","Commercial Non-CHP","IC","LFG","Landfill Gas"
"DeRidder Mill",10488,"LA","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"DeSoto County Plant",55422,"FL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"DeSoto Next Generation Solar Energy",56929,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"Deadwood Creek",7507,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dean",55718,"MI","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Dean Drive Area Electric Generators",56491,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Dean H Mitchell",996,"IN","Electric Utility","GT, ST","NG, SUB","Multiple"
"Dearborn",3256,"SC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dearborn Industrial Generation",55088,"MI","IPP CHP","CA, CT, GT","NG","Multiple"
"Decatur Energy Center",55292,"AL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Decker Creek",3548,"TX","Electric Utility","GT, ST","NG","Multiple"
"Decorative Panels Intl",10149,"MI","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Deep Creek",1567,"MD","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deepwater",2384,"NJ","IPP Non-CHP","ST","BIT, NG","Multiple"
"Deer Creek (UT)",6404,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Deer Creek PH",233,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Deer Island Treatment Plant",10823,"MA","Commercial CHP","GT, HY, PV, ST, WT","DFO, OBG, SUN, WAT, WND","Multiple"
"Deer Park Energy Center",55464,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Deer Rips",1488,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deercroft I & II LFGTE",54956,"IN","Electric Utility","IC","LFG","Landfill Gas"
"Deerfield 2",6047,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield 3",6083,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield 4",6119,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield 5",1620,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerhaven Generating Station",663,"FL","Electric Utility","GT, ST","BIT, NG","Multiple"
"Deertrack Park Gas Recovery",56520,"WI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Deferiet",2552,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Degray",187,"AR","Electric Utility","HY, PS","WAT","Multiple"
"Del Ranch Company",10632,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Delano",1969,"MN","Electric Utility","GT, IC","DFO, NG","Multiple"
"Delaware City 10",592,"DE","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Delaware City Plant",52193,"DE","Industrial CHP","GT, ST","OG","Other Gases"
"Delaware Generating Station",3160,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Delaware Mountain Windfarm",55399,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dell Power Station",55340,"AR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Dells",4002,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Delray",1728,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Delta",2051,"MS","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Delta (CO)",496,"CO","Electric Utility","IC","DFO, NG","Multiple"
"Delta Energy Center",55333,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Delta Power",56325,"AK","Electric Utility","GT","DFO","Petroleum Liquids"
"Demoss Petrie",124,"AZ","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Denison",6416,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Denton Power LLC",57071,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Denver Int Airport",56815,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Derby Hydro",10063,"CT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Des Moines Wastewater Reclamation Fac",50932,"IA","Commercial CHP","IC","OBG","Other Waste Biomass"
"Des Plaines Gas Recovery",56418,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Desert Basin",55129,"AZ","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Desert Peak Power Plant",10018,"NV","IPP Non-CHP","BT, ST","GEO","Geothermal"
"Desert Sky",55992,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Desert Star Energy Center",55077,"NV","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Desert View Power",10300,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Deshler",2234,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Detour",6369,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Detroit",3077,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Detroit Lakes",1970,"MN","Electric Utility","GT","DFO","Petroleum Liquids"
"Devil Canyon",436,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Devon Station",544,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Devonshire Power Partners LLC",55761,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Deweys Mill",10137,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dexter",3078,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dexter Plant",10538,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Diablo",6432,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Diablo Canyon",6099,"CA","Electric Utility","ST","NUC","Nuclear"
"Diablo Winds LLC",56271,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Diamond Island Plant",10540,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Diamond Valley Lake",7942,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Diamond Willow Wind Facility",56782,"MT","Electric Utility","WT","WND","Onshore Wind Turbine"
"Diana Hydroelectric",10237,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dickerson",1572,"MD","IPP Non-CHP","GT, ST","BIT, DFO, NG","Multiple"
"Dicks Creek",2831,"OH","Electric Utility","GT","DFO, NG","Multiple"
"Diesel Generators",56070,"WI","Electric Utility","IC","DFO","Petroleum Liquids"
"Diesel Group 1",7939,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Dietrich Drop",10807,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Difwind Farms Ltd I",54681,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Difwind Farms Ltd II",54682,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Difwind Farms Ltd V",54685,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Difwind Farms Ltd VI",54686,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Difwind Farms Ltd VII",10815,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Difwind Farms Ltd VIII",54687,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dighton Power Plant",55026,"MA","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Dike City Power Plant",56194,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Dillard Complex",50396,"OR","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Dillingham",109,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Dillon Hydro Plant",10421,"CO","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dillon Wind LLC",56791,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dinosaur Point",10005,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dion R Holm",380,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"District 100 Transco Gas Pipe Line",54743,"AL","IPP Non-CHP","ST","NG","Natural Gas Steam Turbine"
"District 70 Transco Gas Pipe Line",54744,"MS","IPP Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Dix Dam",1354,"KY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dixon Hydroelectric Dam",54969,"IL","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dixon/Lee Energy Partners LLC",55763,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Dodge Falls Associates",10526,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dodge Park Engine No 1",56423,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Dogwood Energy Facility",55178,"MO","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Dolet Hills",51,"LA","Electric Utility","ST","LIG","Conventional Steam Coal"
"Dolgeville Hydro",10238,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dolphus M Grainger",3317,"SC","Electric Utility","ST","BIT","Conventional Steam Coal"
"Domain Integrated Energy System",56373,"TX","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Dome Project",54449,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Dominguez Plant",52064,"CA","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Dominion/Lo Mar",7797,"VA","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Domino Sugar Arabi Plant",54512,"LA","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Domino Sugar Baltimore",54795,"MD","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Domtar - Woodland Mill",10613,"ME","Industrial CHP","HY, ST","BLQ, WAT","Multiple"
"Domtar Kingsport Mill",10252,"TN","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Domtar Paper Co LLC Plymouth NC",50189,"NC","Industrial CHP","ST","BLQ, WDS","Wood/Wood Waste Biomass"
"Domtar Paper Company Rothschild",50190,"WI","Industrial CHP","HY, ST","NG, WAT","Multiple"
"Don Henry",2243,"NE","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Don Pedro",439,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Donald C Cook",6000,"MI","Electric Utility","ST","NUC","Nuclear"
"Donald Von Raesfeld Power Plant",56026,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Donnells",415,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Doreen",1631,"MA","IPP Non-CHP","GT","JF","Petroleum Liquids"
"Doswell Energy Center",52019,"VA","IPP Non-CHP","CA, CT, GT","NG","Multiple"
"Double C Generation Limited Partnership",50493,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Douglas",114,"AZ","Electric Utility","GT","DFO","Petroleum Liquids"
"Douglas Dam",3400,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dover",2914,"OH","Electric Utility","GT, IC, ST","BIT, DFO, NG","Multiple"
"Dover Peaking",7777,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Dow St Charles Operations",50152,"LA","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Downtown",55954,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Doyle Energy Facility",55244,"GA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Dresden Generating Station",869,"IL","IPP Non-CHP","ST","NUC","Nuclear"
"Drews Generating Facility",55935,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Drexel Operations Center",56548,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Drop 1",585,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drop 2 (CA)",385,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drop 2 (WA)",6507,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drop 3 (CA)",386,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drop 3 (WA)",6508,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drop 4",387,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drop 5",314,"CA","Electric Utility","--","--","--"
"Drum 1",235,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Drum 2",236,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dry Creek LFG to Energy Project",56461,"OR","Commercial Non-CHP","IC","LFG","Landfill Gas"
"Dry Creek Project",54394,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dry Lake Wind LLC",57098,"AZ","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Du Bay",3972,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Duane Arnold Energy Center",1060,"IA","IPP Non-CHP","ST","NUC","Nuclear"
"Dubuque",1046,"IA","Electric Utility","IC, ST","DFO, SUB","Multiple"
"Duck Creek",6016,"IL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Duluth Paper Mill",50424,"MN","Industrial CHP","ST","PUR","All Other"
"Dunbarton Energy Partners LP",55779,"NH","IPP Non-CHP","IC","LFG","Landfill Gas"
"Dunkirk Generating Plant",2554,"NY","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Dunlap TP 1",3582,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dunn Paper",54878,"NY","Industrial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Duraco Products",54798,"IL","Industrial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Durant",6220,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Durgin & Crowell Lumber",54870,"NH","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Dutch Flat",237,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dutch Flat 2",413,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dutch Harbor",7502,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Dutch Hill Wind Project",56633,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dutch Wind Energy",57301,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dutchess Cnty Resource Recovery Facility",10305,"NY","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Dwight",6378,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dworshak",840,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dyer Road",50818,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dynegy Morro Bay LLC",259,"CA","IPP Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Dynegy Moss Landing Power Plant",260,"CA","IPP Non-CHP","CA, CT, ST","NG","Multiple"
